localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
forc_henry_prisaham_ze_je_UiJL,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Denes | preserved token(s) also present in English reference,"I swear it’s the truth! It was Denes, on Zacharias’s orders!","I swear it’s the truth! It was Denes, on Zacharias’s orders!",Denes,German; Italian; Polish; Portuguese; Turkish; Vietnamese
forc_henry_promin_kryspin_82WS,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Crispin | preserved token(s) also present in English reference,"I’m sorry, Crispin... Maybe I should have, but it’s too late for that now.","I’m sorry, Crispin... Maybe I should have, but it’s too late for that now.",Crispin,French; Portuguese; Turkish; Vietnamese
forc_henry_prosim_propust_h8Eq,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"Please let me go, Albich hasn’t got much time.","Please let me go, Albich hasn’t got much time.",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_tak_jak_chces__0exA,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bach | preserved token(s) also present in English reference,"Suit yourself, go to Bach if you want…","Suit yourself, go to Bach if you want…",Bach,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_tak_snad_ta_na_IyDy,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Trosky | preserved token(s) also present in English reference,"Chin up, maybe the lords at Trosky will like it and you’ll make good money from it.","Chin up, maybe the lords at Trosky will like it and you’ll make good money from it.",Trosky,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_vis_co_stando__Rydq,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Standa, Horschan | preserved token(s) also present in English reference","You know what, Standa? Since you don't want to go back to Horschan…","You know what, Standa? Since you don't want to go back to Horschan…",Standa; Horschan,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_za_vsim_stoji__eMO5,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Zacharias | preserved token(s) also present in English reference,"Zacharias sent me here to steal a holy relic, which he means to trade for Albich’s life.","Zacharias sent me here to steal a holy relic, which he means to trade for Albich’s life.",Zacharias,French; German; Italian; Portuguese; Turkish; Vietnamese
forc_katerina_musa_jeste__ewf7,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Musa | preserved token(s) also present in English reference,!P Musa… It's a good thing I went away from that door on time.,Musa… It's a good thing I went away from that door on time.,Musa,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
forc_knihovnik_a_prijde_m_sbmk,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,And it seems unlikely Bavor could’ve placed a relic in his sarcophagus without anyone knowing.,And it seems unlikely Bavor could’ve placed a relic in his sarcophagus without anyone knowing.,Bavor,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_knihovnik_bavor_prav_aDXA,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Boleslav, Bavor | preserved token(s) also present in English reference",Boleslav Bavor! I was just telling His Grace about him…,Boleslav Bavor! I was just telling His Grace about him…,Boleslav; Bavor,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_knihovnik_pro_krista_3Y11,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"Christ Almighty! Henry, why didn’t you tell me?!","Christ Almighty! Henry, why didn’t you tell me?!",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_leopold_k_pujdu_ja_v_spPg,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"I'll go, I'll explain everything. And you Henry… wait for me at home, alright?","I'll go, I'll explain everything. And you Henry… wait for me at home, alright?",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_magdalena_standa_jak_RsvO,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Standa | preserved token(s) also present in English reference,"Standa…? Oh, that Standa! My Lord, you… you've changed so much.","Standa…? Oh, that Standa! My Lord, you… you've changed so much.",Standa,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
forc_malir_babicky_ty_se__041m,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: hahaha | preserved token(s) also present in English reference,"<hahaha>Grannies! They don’t mince words with anyone. But who knows, maybe she was a little bit right...","<hahaha>Grannies! They don’t mince words with anyone. But who knows, maybe she was a little bit right...",hahaha,Chineset; Czech; French; Portuguese
forc_malir_stejne_jako_tu_ya9G,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Veles | preserved token(s) also present in English reference,"Just like we’re talking now, I hear this place too. It tells me of the history of this shrine, of Veles and his underworld... There’s so much.","Just like we’re talking now, I hear this place too. It tells me of the history of this shrine, of Veles and his underworld... There’s so much.",Veles,German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_malir_to_je_od_tebe__ReGy,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Trosky,"That’s noble of you, but I’d still rather talk it over at Troskowitz.","That’s noble of you, but I’d still rather talk it over at Trosky.",Trosky,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_opat_jan__a_muj_zaka_1and,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Ludolf | preserved token(s) also present in English reference,"I’ll keep the relic here, and the matter will now be handled by me and Ludolf.","I’ll keep the relic here, and the matter will now be handled by Ludolf and myself.",Ludolf,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_opat_jan__alberichu__5SzD,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ludolf, Henry | preserved token(s) also present in English reference","Ludolf, escort Henry to the infirmary. I’ll keep the relic here and remain in prayer and contemplation.","Ludolf, escort Henry to the infirmary. I’ll keep the relic here and remain in prayer and contemplation.",Ludolf; Henry,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_opat_jan__alberichu__ZPQP,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ludolf | preserved token(s) also present in English reference,"And Ludolf, how in God’s name did those armed men get into the grounds?","And Ludolf, how in God’s name did those armed men get into the grounds?",Ludolf,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_opat_jan__amen_bratre_5x5T,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Crispin | preserved token(s) also present in English reference,"Perhaps, Crispin. Let’s hope we interpret the Lord’s intentions rightly.","Perhaps, Crispin. Let’s hope we interpret the Lord’s intentions correctly.",Crispin,French; Portuguese; Turkish; Vietnamese
forc_opat_jan__dekuji_alb_XOdC,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ludolf | preserved token(s) also present in English reference,"Thank you, Ludolf. I trust you’ll ensure nothing like this ever happens again.","Thank you, Ludolf. I trust you’ll ensure nothing like this ever happens again.",Ludolf,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_opat_jan__jindrichu__sHIn,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,Henry…?,Henry…?,Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_opat_jan__nasi_drive_jCXc,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Zacharias | preserved token(s) also present in English reference,"I’ll honour our earlier agreement, so... give it to Zacharias, while there’s still hope of saving Master Albich’s life.","I’ll honour our earlier agreement, so... give it to Zacharias, while there’s still hope of saving Master Albich’s life.",Zacharias,French; German; Italian; Portuguese; Turkish; Vietnamese
forc_opat_jan__podivejme__OCOE,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Hmmm | preserved token(s) also present in English reference,"<Hmmm> Well, well…","<Hmmm> Well, well…",Hmmm,Chineset; Czech; French; Korean; Portuguese; Vietnamese
forc_opat_jan__pravda_o_z_jsS5,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"It’s true, I did ask Master Albich to let me read the records, but I respected his wish not to hand them over.","It’s true, I did ask Master Albich to let me read the records, but I respected his wish not to hand them over.",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_ptacek_uz_te_mam_tak_2qKy,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Hans, Capon, Pirkstein | preserved token(s) also present in English reference","I am Sir Hans Capon, Lord of Pirkstein! And you will apologise to me at once!","I am Sir Hans Capon, Lord of Pirkstein! And I demand your immediate apology!",Hans; Capon; Pirkstein,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
