localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
goss_lapka_mlu_no_tak_o_p_FNyl,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Nohát, böjt, alatt, csak, olyat, ehetsz, vízben | preserved token(s) also present in English reference","Nohát a böjt alatt csak olyat ehetsz, ami a vízben él.","Nohát a böjt alatt csak olyat ehetsz, ami a vízben él.",Nohát; böjt; alatt; csak; olyat; ehetsz; vízben,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_no_takovy__N22f,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: ilyen, dörgéseket, mintha, dörögne, Aztán, valaki, röhögne, Valahol | preserved token(s) also present in English reference","Hát ilyen dörgéseket, mintha az ég dörögne. Aztán meg, mintha valaki röhögne. Valahol, ott lent.","Hát ilyen dörgéseket, mintha az ég dörögne. Aztán meg, mintha valaki röhögne. Valahol, ott lent.",ilyen; dörgéseket; mintha; dörögne; Aztán; valaki; röhögne; Valahol; lent,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_no_to_ceka_ors1,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: pont, várakozás, Bámulsz, fejedből, azon, görcsölsz, hogy, téved-e | preserved token(s) also present in English reference","Hát pont ez az, a várakozás! Bámulsz ki a fejedből és azon görcsölsz, hogy nem téved-e erre egy csapat zsandár.","Hát pont ez az, a várakozás! Bámulsz ki a fejedből és azon görcsölsz, hogy nem téved-e erre egy csapat zsandár.",pont; várakozás; Bámulsz; fejedből; azon; görcsölsz; hogy; téved-e; erre; csapat; zsandár,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_no_vod_ty__wE9O,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: amióta, hallom, ezeket, furcsa, hangokat | preserved token(s) also present in English reference",Hát amióta hallom ezeket a furcsa hangokat.,Hát amióta hallom ezeket a furcsa hangokat.,amióta; hallom; ezeket; furcsa; hangokat,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_opat_z_lop_opJp,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Apátok, lapát, böjtölésről, volt, hallottam | preserved token(s) also present in English reference","Apátok lapát... de ha már a böjtölésről volt szó, hallottam egy jót.","Apátok lapát... de ha már a böjtölésről volt szó, hallottam egy jót.",Apátok; lapát; böjtölésről; volt; hallottam,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_pamatujes__CVpE,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Emlékszel, amikor, beszarattuk, kalmárt | preserved token(s) also present in English reference","Emlékszel, amikor beszarattuk azt a kalmárt?","Emlékszel, amikor beszarattuk azt a kalmárt?",Emlékszel; amikor; beszarattuk; kalmárt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_pockej__ty_GjMj,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Haja, volt, békáknak | preserved token(s) also present in English reference",Ne már! Haja volt a békáknak?,Ne már! Haja volt a békáknak?,Haja; volt; békáknak,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_presne_a_t_Noxp,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: hallgattad, őrült, prédikátort, pokol, tüzéről, kénköves, bugyrokról, hadovált | preserved token(s) also present in English reference","Na, ez az! Ott hallgattad azt az őrült prédikátort, aki a pokol tüzéről meg a kénköves bugyrokról hadovált.","Na, ez az! Ott hallgattad azt az őrült prédikátort, aki a pokol tüzéről meg a kénköves bugyrokról hadovált.",hallgattad; őrült; prédikátort; pokol; tüzéről; kénköves; bugyrokról; hadovált,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_protoze_sm_OOZq,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Mert, mindig, büdös, vagy, mindegy, hogy, zabálsz, Szerezz | preserved token(s) also present in English reference","Mert te mindig büdös vagy, tök mindegy, hogy mit zabálsz. Szerezz valami más kaját és akkor majd jobb lesz.","Mert te mindig büdös vagy, tök mindegy, hogy mit zabálsz. Szerezz valami más kaját és akkor majd jobb lesz.",Mert; mindig; büdös; vagy; mindegy; hogy; zabálsz; Szerezz; valami; kaját; akkor; majd; jobb; lesz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_sakra_stal_DGLZ,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: pokolba, csak, egyszer, fordult, neked, mindig, orrom, kell | preserved token(s) also present in English reference","A pokolba is, csak egyszer fordult elő, de neked mindig az orrom alá kell dörgölnöd!","A pokolba is, csak egyszer fordult elő, de neked mindig az orrom alá kell dörgölnöd!",pokolba; csak; egyszer; fordult; neked; mindig; orrom; kell; dörgölnöd,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_sel_sem_po_rYDJ,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: erdőben, voltam, egyszerre, csak, gyönyörű, ének, fülemet, Tisztára | preserved token(s) also present in English reference",Az erdőben voltam és egyszerre csak gyönyörű ének üti meg a fülemet. Tisztára mint az angyalok kara.,Az erdőben voltam és egyszerre csak gyönyörű ének üti meg a fülemet. Tisztára mint az angyalok kara.,erdőben; voltam; egyszerre; csak; gyönyörű; ének; fülemet; Tisztára; mint; angyalok; kara,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_slysel_si__2BvI,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Hallottad, éjjel, azokat, hangokat | preserved token(s) also present in English reference",Hallottad éjjel azokat a hangokat?,Hallottad éjjel azokat a hangokat?,Hallottad; éjjel; azokat; hangokat,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_snad_si_ne_j2bK,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Miért, arra, számítottál, hogy, magyarul, fognak, vartyogni | preserved token(s) also present in English reference","Miért, tán arra számítottál, hogy magyarul fognak vartyogni?","Miért, tán arra számítottál, hogy magyarul fognak vartyogni?",Miért; arra; számítottál; hogy; magyarul; fognak; vartyogni,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_snad_zas_n_wnQL,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Remélem, hogy, most, ideig, látjuk, kurafiakat | preserved token(s) also present in English reference","Remélem, hogy most egy ideig nem látjuk a kurafiakat.","Remélem, hogy most egy ideig nem látjuk a kurafiakat.",Remélem; hogy; most; ideig; látjuk; kurafiakat,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_stahnuls_z_AS2U,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Akkor, húztad, róla, csizmát, amikor, vagy, csak, miután | preserved token(s) also present in English reference","Akkor húztad le róla a csizmát, amikor még élt, vagy csak miután kinyúvadt?","Akkor húztad le róla a csizmát, amikor még élt, vagy csak miután kinyúvadt?",Akkor; húztad; róla; csizmát; amikor; vagy; csak; miután; kinyúvadt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_stejne_jsm_4jjN,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Persze, azért, rávettük, hogy, szedje, össze, mindet, szépen | preserved token(s) also present in English reference","Persze azért rávettük, hogy szedje össze az mindet és szépen törölgesse le!","Persze azért rávettük, hogy szedje össze az mindet és szépen törölgesse le!",Persze; azért; rávettük; hogy; szedje; össze; mindet; szépen; törölgesse,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_stejne_to__KJaJ,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Mondjuk, utána, elég, ragadós, volt | preserved token(s) also present in English reference",Mondjuk utána is elég ragadós volt.,Mondjuk utána is elég ragadós volt.,Mondjuk; utána; elég; ragadós; volt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_tak_dal_do_fHoL,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Úgyhogy, feltöltette, kolostor, pincéjét, bokáig, vízzel, levitetett, disznót | preserved token(s) also present in English reference","Úgyhogy feltöltette a kolostor pincéjét bokáig érő vízzel, és levitetett oda pár disznót.","Úgyhogy feltöltette a kolostor pincéjét bokáig érő vízzel, és levitetett oda pár disznót.",Úgyhogy; feltöltette; kolostor; pincéjét; bokáig; vízzel; levitetett; disznót,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_tak_prasat_qkpj,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: disznók, élnek, vízben, vagy | preserved token(s) also present in English reference","Hát a disznók nem élnek meg a vízben, vagy nem?","Hát a disznók nem élnek meg a vízben, vagy nem?",disznók; élnek; vízben; vagy,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_tak_smrdim_B5Ws,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Akkor, nyilván, nekem, olyan, szagom, lesz, mint, döglött | preserved token(s) also present in English reference","Akkor nyilván nekem is olyan szagom lesz, mint a döglött halnak.","Akkor nyilván nekem is olyan szagom lesz, mint a döglött halnak.",Akkor; nyilván; nekem; olyan; szagom; lesz; mint; döglött; halnak,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_tak_ve_vod_DrV2,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bokáig, vízben, lehet, megfulladni, különben, nekünk, régen, volt | preserved token(s) also present in English reference","Bokáig érő vízben nem lehet megfulladni. Meg különben is, nekünk régen volt otthon disznónk, amikor kicsi voltam.","Bokáig érő vízben nem lehet megfulladni. Meg különben is, nekünk régen volt otthon disznónk, amikor kicsi voltam.",Bokáig; vízben; lehet; megfulladni; különben; nekünk; régen; volt; otthon; disznónk; amikor; kicsi; voltam,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_taky_nemam_VAF8,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: rühellem, elhúzódik, dolog, mindig, jelenti, hogy, szopás | preserved token(s) also present in English reference","Ja, én is rühellem, ha elhúzódik a dolog. Az mindig azt jelenti, hogy szopás van.","Ja, én is rühellem, ha elhúzódik a dolog. Az mindig azt jelenti, hogy szopás van.",rühellem; elhúzódik; dolog; mindig; jelenti; hogy; szopás,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_takze_mi_u_nuBN,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Tegyél, nekem, szívességet, Eridj, basszál, aludd, magad, rendesen | preserved token(s) also present in English reference","Tegyél meg nekem egy szívességet! Eridj, basszál be, aludd ki magad rendesen és felejtsd el ezt a világvége marhaságot.","Tegyél meg nekem egy szívességet! Eridj, basszál be, aludd ki magad rendesen és felejtsd el ezt a világvége marhaságot.",Tegyél; nekem; szívességet; Eridj; basszál; aludd; magad; rendesen; felejtsd; világvége; marhaságot,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
goss_lapka_mlu_takze_se_m_3zWl,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Szóval, egyszer, megkérdezed, feldugom, kardom, seggedbe | preserved token(s) also present in English reference","Szóval ha még egyszer megkérdezed, feldugom a kardom a seggedbe!","Szóval ha még egyszer megkérdezed, feldugom a kardom a seggedbe!",Szóval; egyszer; megkérdezed; feldugom; kardom; seggedbe,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
