localization_key,English_display,English_reference,preserved_tokens,strong_preserved_tokens,preserved_in_languages,available_languages,strong_threshold,very_strong_threshold,very_strong_content_ratio,strong_content_ratio,max_language_preservation,source_score,direct_reference_diff,signal_languages,discovery_reasons
menh_menhart_z_nekdo_sice_x9wd,"Some say that in Augsburg or Nürnberg there are bessere Meister, aber … they cannot match our Bruderschaft. They are good, but we are die Besten!","Some say that in Augsburg or Nürnberg there are bessere Meister, aber... they cannot match our Bruderschaft. They are good, but we are die Besten!",Augsburg; Nürnberg; bessere; Meister; aber; Bruderschaft; die; Besten,augsburg; nürnberg; bessere; meister; aber; bruderschaft; die; besten,Chineses; Chineset; Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.364,0.727,11,98,yes,german,dense_mixed_two_token_preservation; english_reference_differs; signal_support
sest_stalker_a_ted_vypadn_zEKF,"És most húzz el innen, vagy kaphatsz még! Tűnés!","És most húzz el innen, vagy kaphatsz még! Tűnés!",És; most; húzz; el; innen; vagy; kaphatsz; még; Tűnés,most; húzz; innen; vagy; kaphatsz; még; tűnés,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,98,no,,dense_two_very_strong_preserved_tokens
kuma_spizovaci_dobre_jim__KwG0,Úgy kell nekik. Amúgy is egy áruló csőcselék ez.,Úgy kell nekik. Amúgy is egy áruló csőcselék ez.,Úgy; kell; nekik; Amúgy; is; egy; áruló; csőcselék; ez,úgy; kell; nekik; amúgy; egy; áruló; csőcselék,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,98,no,,dense_two_very_strong_preserved_tokens
pusk_puskar_el_du_wirst_b_fwQn,Du wirst brennen! Ihr fliegt beide in die Luft! And I will laugh!,Du wirst brennen! Ihr fliegt beide in die Luft! And I will laugh!,Du; wirst; brennen; Ihr; fliegt; beide; in; die; Luft,wirst; brennen; ihr; fliegt; beide; die; luft,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.875,0.875,13,97,no,,dense_two_very_strong_preserved_tokens
o_zi_kupec_tro_eh_jenze_v_p7M1,"Eh, but Herr Otto spends more time in Prague than here, and Chamberlain Ulrich…  Ach, lassen wir das.","!P Eh, but Herr Otto spends more time in Prague than here, and Chamberlain Ulrich… Das ist unnötig.",Eh; Herr; Otto; Ulrich; Ach; lassen; wir; das,herr; otto; ulrich; ach; lassen; wir; das,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.385,0.538,14,97,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
goss_uhersky_v_no_jo_dobr_o9ut,"Alright, alrght. But just the same, every change here is welcome.","Alright, alrght. But just the same, every change here is welcome.",Alright; alrght; But; just; the; same; every; change; here; is; welcome,alright; alrght; just; same; every; change; welcome,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,12,96,no,,dense_two_very_strong_preserved_tokens
endi_rozloucen_gott_mit_d_aMhC,"Gott sei mit dir, mein Herr!","!P Gott mit dir, Mein Herr!",Gott; sei; mit; dir; mein; Herr,gott; sei; mit; dir; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
endi_rozloucen_gott_mit_d_ffjt,"Gott sei mit dir, mein Herr!","!P Gott mit dir, Mein Herr!",Gott; sei; mit; dir; mein; Herr,gott; sei; mit; dir; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
rozl_rozloucen_gott_sei_m_PXzA,"Gott sei mit dir, mein Herr.","!P Gott sei mit Euch, mein Herr.",Gott; sei; mit; dir; mein; Herr,gott; sei; mit; dir; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
rozl_rozloucen_gott_sei_m_OlDe,"Gott sei mit Euch, mein Herr.","!P Gott sei mit dir, mein Herr.",Gott; sei; mit; Euch; mein; Herr,gott; sei; mit; euch; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
rozl_rozloucen_gott_sei_m_UmNQ,"Gott sei mit Euch, mein Herr.","!P Gott sei mit dir, mein Herr.",Gott; sei; mit; Euch; mein; Herr,gott; sei; mit; euch; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
rozl_rozloucen_gott_sei_m_DfzV,"Gott sei mit Euch, meine Herrin.","!P Gott sei mit Euch, meine Herrin.",Gott; sei; mit; Euch; meine; Herrin,gott; sei; mit; euch; meine; herrin,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
rozl_rozloucen_gott_sei_m_Qssd,"Gott sei mit Euch, meine Herrin.","!P Gott sei mit Euch, meine Herrin.",Gott; sei; mit; Euch; meine; Herrin,gott; sei; mit; euch; meine; herrin,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
band_bandita_u_leg_dich_n_0GX0,"Leg dich nicht mit mir an, du Pisser!","!P Leg dich nicht mit mir an, du Schlampe!",Leg; dich; nicht; mit; mir; an; du; Pisser,leg; dich; nicht; mit; mir; pisser,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
gree_pozdrav_m_gru_dich_e_K9Ls,"Mann, was ist denn mit dir los?","Was ist los, Mann?",Mann; was; ist; denn; mit; dir; los,mann; ist; denn; mit; dir; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,96,yes,german; hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
uvod_puskar_el_na_ja_aber_BqSb,"Na ja. Aber mein Bentlik ist tot! Komm, we must talk to Pushko too!","Na ja. Aber mein Bentlik ist Tod! Komm, we must talk to Pushko too!",Na; ja; Aber; mein; Bentlik; ist; tot; Komm; Pushko,aber; mein; bentlik; ist; tot; komm; pushko,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.700,13,96,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
goss_uhersky_v__ja_chtel__JBzo,… I wanted to get rich. But instead all I've got is diarrhoea.,… I wanted to get rich. But instead all I've got is diarrhoea.,I; wanted; to; get; rich; But; instead; all; I've; got; is; diarrhoea,wanted; rich; instead; all; i've; got; diarrhoea,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,12,96,no,,dense_two_very_strong_preserved_tokens
unik_aktivita__tohle_ale__4ABx,"Aber… das ist schlechte Arbeit… shoddy work! I cannot show off this… I will not take, nein, nein...","!P Aber… das ist schlechte Arbeit… shoddy work! I cannot show off this… I will not take, nein, nein...",Aber; das; ist; schlechte; Arbeit; nein,aber; das; ist; schlechte; arbeit; nein,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,24,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
hosp_hospodska_austrinken_Jh1h,"Austrinken, Leute! Austrinken! Ich schließe für heute!",Austrinken Liute! Austrinken! Ich schliesse heute!,Austrinken; Leute; Ich; schließe; für; heute,austrinken; leute; ich; schliesse; für; heute,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
hosp_hospodsky_austrinken_cX0l,"Austrinken, Leute! Austrinken! Ich schließe für heute!",Austrinken Liute! Austrinken! Ich schliesse heute!,Austrinken; Leute; Ich; schließe; für; heute,austrinken; leute; ich; schliesse; für; heute,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
s_bo_henry_et_ne_nos_indu_TpIM,"Et ne nos inducas in tentationem, sed libera nos a malo.","!P Et ne nos inducas in tentationem, sed libera nos a malo.",Et; ne; nos; inducas; in; tentationem; sed; libera; a; malo,nos; inducas; tentationem; sed; libera; malo,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,czech,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
unik_aktivita__no_tak_asi_ICWu,"I go and see Meister Mannlicher, then… or Meister Eichner? Eh… Auf Wiedersehen, Schmied.","!P I go and see Meister Mannlicher, then… or Meister Eichner? Eh… Auf Wiedersehen, Schmied.",Meister; Mannlicher; Eichner; Eh; Auf; Wiedersehen; Schmied,meister; mannlicher; eichner; auf; wiedersehen; schmied,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,16,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
posl_event_hla_ja_das_ist_XL3j,"Ja, das ist richtig! Jeder sollte das hören!","!P Ja, das ist richtig! Lass es einfach jeden hören!",Ja; das; ist; richtig; Jeder; sollte; hören,das; ist; richtig; jeder; sollte; hören,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
dial_po_souboj_ja_ja_natu_Ducc,"Ja, ja, natürlich. But I have to leave early, ich habe noch eine … Verabredung.","Ja ja, natürlich. But I have to leave early, Ich habe ein... Treffen.",Ja; ja; natürlich; ich; habe; noch; eine; Verabredung,natürlich; ich; habe; noch; eine; verabredung,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,28,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
lore_event_tab_ja_ja_ich__aUMt,"Ja. Ich bin Tuchhändler, ehh, a cloth merchant. But all my father left me was debt. Now kann ich sie endlich fix that for good.","Ja, ja. Ich bin Tuchhändler, errm, a cloth merchant. But all my father left me was debt. Now I've got eine gute Chance to fix that for good.",Ja; Ich; bin; Tuchhändler; kann; ich; sie; endlich,ich; bin; tuchhändler; kann; sie; endlich,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.400,0.400,28,95,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
gree_pozdrav_n_mein_gott__6zln,"Mein Gott ... Du stinkst ziemlich, weißt du das, Heinrich?","!P Mein Gott... Du stinkst ziemlich, weißt du das, Heinrich?",Mein; Gott; Du; stinkst; ziemlich; weißt; du; das,mein; gott; stinkst; ziemlich; weisst; das,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,28,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
afte_hejtamn_f_oh_ja_ja_d_HjZH,"Oh ja, ja, das hast du gut gemacht, mein Freund!","!P Oh ja, ja, das haben Sie gut gemacht, mein Freund!",Oh; ja; das; hast; du; gut; gemacht; mein; Freund,das; hast; gut; gemacht; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
afte_hejtman_s_hm_tak_to__VjC7,"Oh ja, ja, das hast du gut gemacht, mein Freund!","!P Oh ja, ja, das haben Sie gut gemacht, mein Freund!",Oh; ja; das; hast; du; gut; gemacht; mein; Freund,das; hast; gut; gemacht; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
afte_mikulas_c_jo_myslim__8SIN,"Oh ja, ja, das hast du gut gemacht, mein Freund!","!P Oh ja, ja, das haben Sie gut gemacht, mein Freund!",Oh; ja; das; hast; du; gut; gemacht; mein; Freund,das; hast; gut; gemacht; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
menh_menhart_z_tam_na_roh_VFoM,"There, on the corner is the Badehaus of Herr Adam. Die Fechthalle, the swordfighting hall is behind it, opposite the small Burg on the Burgenstrasse... Hradek Quarter.","!P There, on the corner is Badhaus, Herr Adam. Turnhalle, the swordfighting hall is behind it, opposite the small Burg on the Burgenstrasse, Hradecka street.",Badehaus; Herr; Adam; Die; Fechthalle; Burg; Burgenstrasse; Hradek,badehaus; herr; adam; die; fechthalle; burg; burgenstrasse,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.333,0.467,12,95,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
prat_pratelsky_was_machst_Lt8X,"Warum sitzt du auf meinem Pferd, du Arschloch?","!P Warum sitzt du auf meinem Pferd, du Arschloch?",Warum; sitzt; du; auf; meinem; Pferd; Arschloch,warum; sitzt; auf; meinem; pferd; arschloch,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
comb_hejtman_f_wenn_sie_a_sduY,"Wenn du wirklich Interesse hast, I'll show you one of my favourite blows with a mace to the chin, was sagst du dazu?","!P Wenn Sie also interessiert sind, I'll show you one of my favourite blows with a mace to the chin, was meinen Sie?",Wenn; du; wirklich; Interesse; hast; was; sagst; dazu,wenn; wirklich; interesse; hast; sagst; dazu,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.462,0.462,26,95,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
o_zi_hejtman_f_pche_coze__QZ90,"Wie bitte? Hast du den Verstand verloren? You can forget about that, you won't get in there!","!P Ah, was? Sind Sie verruckt? You can forget about that, you won't get in there!",Wie; bitte; Hast; du; den; Verstand; verloren,wie; bitte; hast; den; verstand; verloren,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,14,95,yes,czech; slovak,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
vyvo_vyvolavan_jetzt_offn_aWNI,Wir öffnen jetzt! Wir öffnen jetzt! Kommt und kauft!,Wir öffnen jetzt! Wir öffnen jetzt! Komm und Einkaufen!,Wir; öffnen; jetzt; Kommt; und; kauft,wir; öffnen; jetzt; kommt; und; kauft,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
vyvo_vyvolavan_wir_offnen_bVux,Wir öffnen jetzt! Wir öffnen jetzt! Kommt und kauft!,Wir öffnen jetzt! Wir öffnen jetzt! Komm und Einkaufen!,Wir; öffnen; jetzt; Kommt; und; kauft,wir; öffnen; jetzt; kommt; und; kauft,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,95,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
situ_situace_m_ich_habe_n_72P7,Aber ich habe doch nichts getan!,Ich habe nichts getan!,Aber; ich; habe; doch; nichts; getan,aber; ich; habe; doch; nichts; getan,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,94,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
rozl_obchodnic_a_dank_dav_zCZd,Borekh ha-shem! Davar masa u-matan tov.,Borech ha-shem! Davar masa u-matan tov.,Borekh; ha-shem; Davar; masa; u-matan; tov,borekh; ha-shem; davar; masa; u-matan; tov,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,94,yes,yiddish_hebrew,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
