localization_key,English_reference,Chineses_display,Chineset_display,Czech_display,English_display,French_display,German_display,Italian_display,Japanese_display,Korean_display,Polish_display,Portuguese_display,Russian_display,Spanish_display,Turkish_display,Ukrainian_display,Vietnamese_display
dial_henry_das_boot_coren_Q2X1,!P Das boot! Steal. Warum?,Das boot（这个鞋）！Steal（偷）！ Warum（为什么）？,Das（那個）靴子，偷，Warum（為什麼）？,Das bót! Čóren! Warum?,Das boot! Steal! Warum?,,Der Schuh! Stehlen! Warum?,La scarpa! Stehlen! Warum?,（ブーツ！  盗む！  なぜだ？）,Das boot! 훔쳤잖아! Warum?,Das boot! Ukraść! Warum?,Das bota! Roubo! Warum?,Das boot! Скрал! Warum?,¡Das boot! ¡Robar! ¿Warum?,Das boot! Çalmak! Warum?,Das boot! Вкрав! Warum?,Das boot! Trộm! Warum?
dial_stalker_das_boot_nek_RC4Y,!P Das boot... Nekem... Souvenir. Szeretet!,Das boot（这个鞋）……Nekem（我的）……纪念品。Szeretet（爱）!,Das（那個）靴子……Nekem（我）……紀念品，Szeretet（愛）！,Das boot... nekem... souvenir. Szeretet!,Das boot... Nekem... Souvenir. Szeretet!,Das boot… Nekem… Souvenir. Szeretet!,Der Schuh ... Nekem ... Andenken. Szeretet!,Der Schuh… Nekem… Souvenir. Szeretet!,（ブーツは…  俺の…  記念だ  愛の！）,Das boot... Nekem... 기념품. Szeretet!,Das boot... Nekem... Suwenir. Szeretet!,Das bota… Nekem… Lembrança. Szeretet!,Das boot... Nekem... Память. Szeretet!,Das boot… Nekem… Souvenir. Szeretet!,Das boot... Nekem... Hatıra. Szeretet!,Das boot... Nekem... Souvenir. Szeretet!,Das boot... Nekem... Souvenir. Szeretet!
ques_quest_tip_nedavno_se_e6Ge,"!P Das einzig Interessante ist, das Zdimir the blacksmith finally got hold of a new apprentice.",Das einzig Interessante ist（唯一一件有趣的事是），铁匠兹迪米尔终于找到了一个新徒弟。,"Das einzig Interessante ist, das（有趣的是），鐵匠澤迪米爾終於找到新學徒了。","Das einzig Interessante ist, že si kovář Zdimír konečně našel novýho učně.","Das einzig Interessante ist, das Zdimir the blacksmith finally got hold of a new apprentice.","Das einzig Interessante ist, das Zdimir le forgeron a enfin trouvé un nouvel apprenti.","Das einzig Interessante ist, dass Zdimir der Schmied endlich einen neuen Lehrling gefunden hat.","Das einzig Interessante ist, das Zdimir il fabbro finalmente ha trovato un nuovo apprendista.",そういえば  聞いた？…  鍛冶屋のジミルだけど<br/>ようやく弟子を見つけたんですってよ,"Das einzig Interessante ist, das 대장장이 지미르가 드디어 새로운 제자를 들였다더군.","Das einzig Interessante ist, das kowal Zdimir w końcu znalazł sobie nowego ucznia.","O mais interessante é que Zdimir, o ferreiro, finalmente conseguiu um novo aprendiz.","Das einzig Interessante ist, das кузнец Здимир себе нового ученика найти имел.","Das einzig Interessante ist, das Zdimir, el herrero, ha conseguido un aprendiz nuevo.","Das einzig Interessante ist, das nalbant Zdimir sonunda kendine yeni bir çırak buldu.","Das einzig Interessante ist, das коваль Ждимир нарешті знайшов нового підмайстра.","À phải rồi, cậu nghe chưa?… Thợ rèn Zdimir cuối cùng cũng tìm được đệ tử rồi đấy."
vask_vasko_to_jsem_rad_po_l02J,!P Das freut mich sehr. Let's get started.,Das freut mich sehr（能听到你这么说，真开心）。我们开始吧。,Das freut mich sehr.（我很樂意。）開始吧。,Das freut mich sehr. Pojďme na to.,Das freut mich sehr. Let's get started.,Das freut mich sehr. Mettons-nous au travail.,Das freut mich sehr. Fangen wir an.,Das freut mich sehr. Iniziamo.,ああそうかい  それじゃ始めよう,Das freut mich sehr. 그럼 시작하지.,Das freut mich sehr. Możemy zaczynać.,Das freut mich sehr. Vamos começar.,Das freut mich sehr. Давай приступать!,Das freut mich sehr. Vamos a empezar.,Das freut mich sehr. Hadi başlayalım.,Das freut mich sehr. Почнімо.,Das freut mich sehr. Bắt đầu thôi.
podk_magdalena_diky_az_bu_Uk1E,"!P Das freut mich zu hören! If satisfied, I pay you good!",Das freut mich zu hören （太好了，你这么说我就放心了）！要是我满意，报酬少不了你的！,Das freut mich zu hören（那真是太好了）！如果滿意，我會給你很多錢！,"Das freut mich zu hören! Já ti za to dobře zaplatila, když spokojený.","Das freut mich zu hören! If satisfied, I pay you good!","Das freut mich zu hören ! Si satisfait, je vous paye bien !","Das freut mich zu hören! Wenn ich zufrieden bin, zahle ich gut!","Das freut mich zu hören! Se sono soddisfatto, ti pago bene!",それはよかった！  満足いくものができたら<br/>報酬ははずむ！,"Das freut mich zu hören! 만족스럽다면, 후한 값을 쳐 드리겠습니다!","Das freut mich zu hören! Jeśli ja zadowolony, dobrze zapłacę!","Das freut mich zu hören! Se satisfeito, pago bem!","Das freut mich zu hören! Если дофольный, я платить много!","¡Das freut mich zu hören! Si quedo satisfecho, ¡os pagaré bien!","Das freut mich zu hören! Ben memnun kalırsa, sana çok para vermek!",Das freut mich zu hören! За добру ропоту я щедро заплачу!,"Das freut mich zu hören! Nếu tôi vừa ý, cậu sẽ được trả công xứng đáng!"
o_zi_urso_von__cely_minul_hbgi,!P Alles letztes Jahr we fought in Italy for Sir Muzio Sforza and we wintered near Milan.,Das ganze letzte Jahr（去年一整年）我们都在意大利为穆奇奥·斯福尔扎爵士而战，我们在米兰过了冬。,Das ganze letzte Jahr（去年）我們在義大利為莫次奧．斯佛薩爵士效力，在米蘭過冬。,Das ganze letzte Jahr jsme bojovali v Itáli za pana Muzia Sforzu a zimovali jsme nedaleko Milána.,Das ganze letzte Jahr we fought in Italy for Sir Muzio Sforza and we wintered near Milan.,"Das ganze letzte jahr, nous avons combattu en Italie pour le seigneur Muzio Sforza et avons hiverné près de Milan.",Das ganze letzte Jahr haben wir in Italien für Herrn Muzio Sforza gekämpft und bei Mailand überwintert.,Das ganze letzte Jahr combattemmo in Italia per ser Muzio Sforza e svernammo vicino a Milano.,去年はずっとイタリアでムツィオ・スフォルツァの<br/>もとで戦っていた  冬はミラノの近くで過ごした,Das ganzes letzte Jahr 이탈리아에서 무치오 스포르차 경의 편에서 싸우면서 밀라노 근처에서 겨울을 보냈다네.,"Das ganze letzte Jahr walczyliśmy w Italii dla pana Muzio Sforzy, zimowaliśmy koło Mediolanu.",Das ganze letzte Jahr nós lutamos na Itália para Sir Muzio Sforza e passamos o inverno perto de Milão.,"Das ganze letzte Jahr мы сражаться в Италии за сударя Муцио Сфорцу, и зимовать мы близ Милана.",Das ganze letzte Jahr luchamos en Italia para sir Muzio Sforza y pasamos el invierno cerca de Milán.,Das ganze letzte Jahr Sör Muzio Sforza için İtalya'da savaştık ve Milano yakınında kışı geçirdik.,"Das ganze letzte Jahr ми билися в Італії за пана Муціо Сфорцу, а зимували неподалік від Мілану.",Cả năm ngoái ta chiến đấu ở Ý cho ngài Muzio Sforza và trú đông gần Milan.
kost_kibic_neu_das_gefall_w8JD,Das gefallt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.（我不喜歡。）,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.,Das gefällt mir nicht.
situ_situace_z_das_geht_d_RVKM,Das geht dich nichts an!,Das geht dich nichts an ...,Das geht dich nichts an...（這不關你的事……）,Das geht dich nichts an!,Das geht dich nichts an ...,Das geht dich nichts an…,Das geht dich nichts an ...,Das geht dich nichts an…,Das geht dich nichts an ...,Das geht dich nichts an ...,Das geht dich nichts an ...,Das geht dich nichts an…,Das geht dich nichts an ...,Das geht dich nichts an…,Das geht dich nichts an ...,Das geht dich nichts an ...,Das geht dich nichts an ...
spec_oswald_to_das_wirkli_ofVs,!P Das wirklich nicht. Science is not like fishing. Knowledge and scientific knowledge undoubtedly have a price.,Das wirklich nicht（不是的）。搞科学不像钓鱼，知识和科学学问都是有代价的。,Das wirklich nicht（很遺憾，那就沒辦法了）。科學跟釣魚不一樣，學習知識和科學的人都需要付出一定的代價。,Das wirklich nicht. Věda není rybaření. Znalosti a vědecké poznatky mají svoji nezpochybnitelnou cenu.,Das geht wirklich nicht. Science is not like fishing. Knowledge and scientific learning come at an indisputable price.,"Das geht wirklich nicht. La science, ce n'est pas comme la pêche. Le savoir et la découverte ont un prix indiscutable.",Also wirklich … Die Wissenschaft ist doch nicht wie das Fischen. Der Preis für Wissen und Fortschritt ist auf keinen Fall verhandelbar.,Das geht wirklich nicht. La scienza non è la pesca. L'apprendimento scientifico ha un valore inestimabile.,ならば無理だな  科学は釣りではない  知識と<br/>科学に関する学びには  言うまでもなく代価が要る,Das wirklich nicht. 과학은 낚시와는 다르네. 지식과 과학을 배우는 데엔 반드시 값이 들기 마련이지.,Das wirklich nicht. Nauka to nie łowienie ryb. Wiedza i nauka mają swoją niezaprzeczalną cenę.,Das geht wirklich nicht. A ciência não é como a pesca. Conhecimento e aprendizagem científica têm um preço certo.,"Das wirklich nicht. Наука – не рыбная ловля, ей нельзя научиться просто так. Ученость стоит денег.",Das geht wirklich nicht. La ciencia no es como salir a pescar: el conocimiento científico acarrea un precio ineludible.,Keineswegs. Bilim balıkçılığa benzemez. Bilgi ve bilimsel öğrenme tartışılamaz bir bedelle gelir.,Das geht wirklich nicht. Наука — це не риболовля. Знання й науковий досвід мають незаперечну ціну.,Không được đâu. Khoa học không giống như câu cá. Tri thức và sự học hỏi trong khoa học phải trả bằng một cái giá không thể thương lượng.
uvod_menhart_z_pri_otci_s_Chb7,"!P Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.",（父と子と  聖霊  その御名において  ここに誓う）,"Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes.","Das geloben wir im Namen des Vaters, des Sohnes und des Heiligen Geistes."
o_zi_mistr_fab_klenba_se__eIv3,!P Die Gewolbe ee... The vault will rise zwanzig Klafter above the heads of the faithful pilgrims und geschatzten kuttenberg Bergleute.,"Das Gewölbe, äh（而拱门）……那拱顶将在所有虔诚的朝圣者，以及 und der geschätzten Kuttenberger Bergmänner（库滕堡受人尊敬的矿工）头上的 zwanzig Klafter（二十英寻）处悬起！","Das Gewölbe, äh（穹頂）……穹頂的高度會位於虔誠的朝聖者und der geschätzten Kuttenberger Bergmänner（以及庫滕貝格受敬重的礦工）頂上zwanzig Klafter（近四十公尺處）。","Das Gewölbe, äh... Klenba se bude tyčit zwanzig Klafter nad hlavama věřících poutníků und der geschätzten Kuttenberger Bergmänner.","Das Gewölbe, äh... The vault will rise zwanzig Klafter above the heads of the faithful pilgrims und der geschätzten Kuttenberger Bergmänner.","Das Gewölbe, äh… La voûte s'élevera zwanzig klafter au-dessus des têtes des pèlerins et des Kuttenberger Bergmänner.",Das Gewölbe wird zwanzig Klafter über den Köpfen der gläubigen Pilger und der geschätzten Kuttenberger Bürger in den Himmel ragen.,"Das Gewölbe, äh… La volta si ergerà zwanzig Klafter sopra le teste dei pellegrini und der geschätzten Kuttenberger Bergmänner.",そのアーチ形の天井は…  信仰厚い巡礼者や名誉ある<br/>鉱員たちの頭上35メートルほどの高さになるだろう,"Das Gewölbe, äh... 신앙심 깊은 순례자들과 und der geschätzten Kuttenberger Bergmänner의 머리 위로는 zwanzig Klafter 높이의 아치형 천장이 놓였겠지.",Das Gewolbe ee... sklepienie będzie zwanzig Klafter nad głowami pobożnych pielgrzymów und der geschätzten Kuttenberger Bergmänner.,"Das Gewölbe, äh… A abóbada se elevará zwanzig Klafter acima das cabeças dos fiéis peregrinos und der geschätzten Kuttenberger Bergmänner.","Das Gewölbe, äh... Свод возноситься zwanzig Klafter над головы благочестивый паломник und der geschätzten Kuttenberger Bergmänner.","Das Gewölbe, äh… La bóveda se alzará zwanzig Klafter sobre las cabezas de los fieles peregrinos und der geschätzten Kuttenberger Bergmänner.","Das Gewölbe, äh... Kubbe, inançlı hacıların und geschatzten kuttenberg Bergleute başlarının üzerinde zwanzig Klafter yükselecek.","Das Gewölbe, äh... Склепіння сягатиме zwanzig Klafter над головами вірних паломників und der geschätzten Kuttenberger Bergmänner.","Das Gewölbe, ờ… Trần vòm sẽ cao đến hai mươi Klafter phía trên đầu các tín hữu hành hương và những người thợ mỏ Kuttenberg đáng kính."
situ_situace_p_was_du_get_3Euf,"Was du getan hast, das iss!",Das hast du dir selbst zu verdanken!（自作孽不可活！）,Das hast du dir selbst zu verdanken!（自作孽不可活！）,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,¡Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!,Das hast du dir selbst zu verdanken!
blac_cechmistr_to_se_teda_5bwa,!P Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!（全搞砸了！）,Das hat überhaupt nicht geklappt!,To se teda vůbec nepovedlo!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt !,Das war ein völliger Reinfall!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,¡Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Cái đó hỏng hoàn toàn!
