representative_key,family_size,source_score,signal_languages,strong_preserved_tokens,very_strong_content_ratio,strong_content_ratio,English_display,English_reference,translation_status,source_language,verified_meaning,notes
eldr_puskar_el_a_kdyz_naj_Mr9X,1,93,german,darauf; gebe; ich; dir; mein; wort,0.429,0.429,"If you find Pushko, the first thing you tell him is to cast whatever you want. Darauf gebe ich dir mein Wort!","If you find Pushko, the first thing you tell him is to cast whatever you want. Das kann ich Ihnen versprechen!",NEEDS_TRANSLATION,,,
gree_pozdrav_n_mein_gott__64h5,1,93,german,mein; gott; ist; denn; hier; los,1.000,1.000,Mein Gott! Was ist denn hier los?,!P Mein Gott! Was ist los?,NEEDS_TRANSLATION,,,
kuma_jasak_mi_a_fasz_volt_DZvx,1,93,,fasz; volt; mondtam; hogy; hülye; ötlet,1.000,1.000,"Mi a fasz volt ez? Mondtam, hogy hülye ötlet volt.","!P Mi a fasz volt ez? Mondtam, hogy hülye ötlet volt.",NEEDS_TRANSLATION,,,
npc__npc_oznac_kurva_jak__9K9Z,1,93,,fasz; valami; gond; van; ezzel; zabával,1.000,1.000,Mi a fasz? Valami gond van ezzel a zabával.,Kurva! How could this happen? This food smells really weird.,NEEDS_TRANSLATION,,,
prvn_vasko_menekulsz_mind_wKGB,1,93,,minden; elől; elszökhetsz; csak; múltad; nem,1.000,1.000,"Minden elől elszökhetsz, csak a múltad elől nem.","Menekülsz minden elől, csak nem a múltad elől.",NEEDS_TRANSLATION,,,
rozh_kupec_vel_ale_jiste__9oTJ,1,93,german,natürlich; warum; auch; nicht; junger; mann,0.545,0.545,"Natürlich, warum auch nicht. Go ahead and look around, so you know what awaits you, junger Mann.","Natürlich, warum auch nicht. Go ahead and look around, so you know what awaits you, junge Mann.",NEEDS_TRANSLATION,,,
o_zi_oswald_to_nein_leide_at2z,1,93,german,nein; leider; ist; das; nicht; moglich,0.667,0.667,"Nein, Leider ist das nicht moglich. I can't take care of you.","!P Nein, Leider ist das nicht moglich. I can't take care of you.",NEEDS_TRANSLATION,,,
opil_opily_kum_nem_hibazt_2xJd,1,93,hungarian,nem; tehetek; róla; olyan; hirtelen; jött,1.000,1.000,"Nem tehetek róla, olyan hirtelen jött!","Nem hibáztathatom, nekem nem sikerült!",NEEDS_TRANSLATION,,,
henr_hlidajici_nem_tudom__gtT2,1,93,hungarian,nem; tudom; hol; van; hagyj; békén,1.000,1.000,"Nem tudom, hol van. Hagyj békén!","!P Nem tudom, hol van. Hagyjon békén.",NEEDS_TRANSLATION,,,
o_zi_mistr_fab_nun_sonst__0syU,1,93,german,nun; sonst; wäre; ich; nicht; hier,0.750,0.750,"Nun, sonst wäre ich ja nicht hier. What would you like?","!P Nun, sonst ware ich nicht hier. What would you like?",NEEDS_TRANSLATION,,,
dial_vasko_mluvim_pravdu__VZrV,1,93,,ugye; jasak; arra; nőre; fened; fogad,1.000,1.000,"Ugye, Jasak! Arra a nőre fened a fogad, mi?","Eh, Jasak? Hogy csikorgatja a fogát arra a nőre, nem?",NEEDS_TRANSLATION,,,
gree_obchodnic_was_mochte_J6ws,1,93,german,womit; kann; ich; heute; morgen; dienen,1.000,1.000,Womit kann ich heute Morgen dienen?,Was möchtest du morgens so?,NEEDS_TRANSLATION,,,
gree_pozdrav_m_aaah_devla_H2oH,1,92,,ahh; devla; pal; soste; djal; goro,1.000,1.000,"Ahh... Devla! Pal soste djal, goro?","!T Ahh... Devla! Pal soste djal, goro?",NEEDS_TRANSLATION,,,
gree_pozdrav_z_aaah_devla_9wI7,1,92,,ahh; devla; pal; soste; djas; goro,1.000,1.000,"Ahh... Devla! Pal soste djas, goro?","!T Ahh... Devla! Pal soste djas, goro?",NEEDS_TRANSLATION,,,
slec_aktivita__a_nesetril_klG9,1,92,german,mein; nachbar; könnte; vor; neid; platzen,0.400,0.400,And no hold back on decoration! Sword must shine like gold in sun. Mein Nachbar könnte vor Neid platzen!,!P And no hold back on decoration! Sword must shine like gold in sun. Mein Nachbar könnte vor Neid platzen!,NEEDS_TRANSLATION,,,
gree_obchodnik_kaj_dzas_g_BLey,1,92,,cha; dikhen; pal; soste; djal; goro,1.000,1.000,"Cha dikhen! Pal soste djal, goro?","!T Cha dikhen! Pal soste djal, goro?",NEEDS_TRANSLATION,,,
ques_quest_tip_a_slysel_s_gZ4B,1,92,german,dann; ist; noch; diese; unfassbare; geschichte,0.600,0.600,Dann ist da noch diese unfassbare Geschichte! I heard they found a dragon nearby!,!P Und dann ist da noch das Unerhörte! I heard they found a dragon nearby!,NEEDS_TRANSLATION,,,
goss_gossip_v__ich_konnte_z2c5,1,92,german,daran; muss; ich; mich; nicht; erinnern,0.600,0.600,Daran muss ich mich nicht erinnern. I would prefer to forget this one.,Ich könnte das vergessen. I don't need to remember this.,NEEDS_TRANSLATION,,,
o_zi_otte_koch_das_ist_ni_kiFq,1,92,german,die; sind; nicht; der; rede; wert,0.400,0.400,"Die sind nicht der Rede wert, I'm simply a farmer, but when the need arises, I must fulfill my combat duty.","!P Das ist nichts Besonderes, I'm simply a free farmer, but when the need arises, I must fulfil my combat duty.",NEEDS_TRANSLATION,,,
neme_udo_aus_t_no_prave_i_lB5y,1,92,german,exakt; ich; auch; nicht; also; lange,0.750,0.750,"Exakt! Ich auch nicht, also lange… Very long…","Exactly! Ich auch nicht, darum long…",NEEDS_TRANSLATION,,,
npc__npc_oznac_hm_by_me_z_R1N6,1,92,,bor; romlott; úgy; tűnik; kell; öntenünk,1.000,1.000,Ez a bor romlott. Úgy tűnik ki kell öntenünk.,"Hmm... I wonder how the wine could have gone bad so fast. Well, looks like it's got to be chucked.",NEEDS_TRANSLATION,,,
stre_strelnice_ty_terce_j_bH4c,1,92,,ezek; célok; mintha; messzebb; lennének; nem,1.000,1.000,"Ezek a célok ma mintha messzebb lennének, nem?","Ezek célok ma mintha messzebb lennének, nem?",NEEDS_TRANSLATION,,,
hosp_hospodyne_iss_es_ein_4Abv,1,92,,iss; auf; biest; mehr; gibt; nicht,1.000,1.000,"Iss auf, du Biest. Mehr gibt es nicht.","!P Iss es einfach, du Biest. Du bekommst keinen anderen.",NEEDS_TRANSLATION,,,
s_el_puskar_el_ja_zminim__dFVP,1,92,german,von; deiner; bereitschaft; und; deinem; mut,0.500,0.500,I’ll make sure everyone in town hears von deiner Bereitschaft und deinem Mut!,I’ll make sure everyone in town hears über deine Bereitschaft und deinen Mut!,NEEDS_TRANSLATION,,,
eich_cechmistr_ja_er_hort_K4J7,1,92,german,das; habe; ich; ein; spezieller; wohltäter,0.500,0.500,"Ja, das habe ich. He trades old rags for food among the poor. Ein spezieller Wohltäter.","!P Ja, er hörte. He trades old rags for food among the poor. Ein spezieller Wohltäter.",NEEDS_TRANSLATION,,,
ptac_ptacek_ml_mas_proti__Zw2q,1,92,,suis; noble; alors; fais; ton; mieux,1.000,1.000,"Je suis noble, alors fais de ton mieux!","!P Je suis noble, alors fais de ton mieux!",NEEDS_TRANSLATION,,,
npc__npc_rozpo_mam_hazet__MB2L,1,92,,kames; man; chivel; pale; pre; tute,1.000,1.000,"Kames man chivel pale pre tute, na?","!T Kames man chivel pale pre tute, na?",NEEDS_TRANSLATION,,,
gree_pozdrav_m_andre_bul__Pl2o,1,92,,kames; vareso; andre; bul; djas; dilino,1.000,1.000,"Kames vareso? Andre bul te djas, dilino!","!T Kames vareso? Andre bul te djas, dilino!",NEEDS_TRANSLATION,,,
gree_pozdrav_m_sar_sal_Kc8M,1,92,,kay; djas; goro; pal; soste; djal,1.000,1.000,"Kay djas, goro? Pal soste djal?","!T Kay djas, goro? Pal soste djal?",NEEDS_TRANSLATION,,,
hosp_hospodyne_komm_her_e_lmdM,1,92,,komm; wird; ganz; schnell; vorbei; sein,1.000,1.000,Komm her! Es wird ganz schnell vorbei sein.,!P Komm hier! Es wird schnell gehen.,NEEDS_TRANSLATION,,,
npc__npc_je_sv_prestan_ne_cxVm,1,92,,ker; abo; yek; pal; muy; khudes,1.000,1.000,"Ma ker, abo yek pal o muy khudes!","!T Ma ker, abo yek pal o muy khudes!",NEEDS_TRANSLATION,,,
odev_cechmistr_es_ist_nic_df7k,1,92,german,mein; gott; das; ist; nicht; gut,0.667,0.667,"Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, es ist nicht gut… And do you have any other lead?",NEEDS_TRANSLATION,,,
menh_menhart_z_menhart_me_uWCZ,1,92,,menhard; meister; des; schwerts; aus; frankfurt,1.000,1.000,"Menhard, Meister des Schwerts aus Frankfurt.","!P Menhard, Meister des Schwerts aus Frankfurt.",NEEDS_TRANSLATION,,,
npc__npc_neroz_ted_sem_se_gPb0,1,92,,mishtes; akana; som; k-holyardo; sar; rukono,1.000,1.000,"Mishtes, akana som k-holyardo sar o rukono.","!T Mishtes, akana som k-holyardo sar o rukono.",NEEDS_TRANSLATION,,,
lore_event_tab_mam_dobra__zQD9,1,92,czech; german; slovak,verzichtete; sogar; auf; den; zoll; verstehst,0.600,0.600,"My protection is good. Sigismund, he gives me safe passage. Er verzichtete sogar auf den Zoll. Verstehst du?","My protection is good. Sigismund, he gives me safe passage. Er verzichtete sogar auf den Zoll. Verstehst du?",NEEDS_TRANSLATION,,,
lore_event_tab_nane_vas_s_HSTo,1,92,,nane; vash; soske; bakhtalo; tiro; drom,1.000,1.000,Nane vash soske. Bakhtalo tiro drom!,!T Nane vash soske. Bakhtalo tiro drom!,NEEDS_TRANSLATION,,,
miko_showrunne_ph__z6Zf,1,92,,oles; yekfeder; prastala; somnakune; petali; avela,1.000,1.000,"Oles so yekfeder prastala, somnakune petali avela!","A crown of gold for the victor, so he does not slip in the mud!",NEEDS_TRANSLATION,,,
zaca_zacatek_c_tak_mi_rek_2FUo,1,92,german,sag; bescheid; wenn; ich; angreifen; kann,1.000,1.000,"Sag Bescheid, wenn ich angreifen kann.","!P Sag mir, as soon as I can attack.",NEEDS_TRANSLATION,,,
npc__npc_rozpo_estli_tobe_BF4T,1,92,,oda; hin; tuke; pre; dzeka; mange,1.000,1.000,"Te oda hin tuke pre dzeka, ta mange na!","!T Te oda hin tuke pre dzeka, ta mange na!",NEEDS_TRANSLATION,,,
comb_mikulas_p_jedna_se_o_pcCy,1,92,german,kurzum; ein; schlag; wie; sein; sollte,0.545,0.545,"This is blow from back of hand. Hard and no trick, kurzum, ein Schlag, wie er sein sollte!","!P This is blow from back of hand. Hard and no trick, kurzum, ein Schlag, wie er sein sollte!",NEEDS_TRANSLATION,,,
ques_quest_tip_und_dann_i_W1gu,1,92,german,und; dann; ist; noch; das; unerhörte,0.600,0.600,Und dann ist da noch das Unerhörte! Apparently they found a dragon nearby!,!P Und dann ist da noch das Unerhörte! Apparently they found a dragon nearby!,NEEDS_TRANSLATION,,,
npc__npc_rozpo_uz_jsem_da_ia1o,1,92,,vash; chineder; imar; pal; muy; dinyom,1.000,1.000,Vash chineder imar pal o muy dinyom!,!T Vash chineder imar pal o muy dinyom!,NEEDS_TRANSLATION,,,
reak_soldier_k_was_hat_er_zlqv,1,92,,hat; sich; dabei; gedacht; der; narr,1.000,1.000,"Was hat er sich dabei gedacht, der Narr?","!P Was hat er sich dabei gedacht, der Narr?",NEEDS_TRANSLATION,,,
hosp_hospodyne_eh_nein_no_kN1d,1,92,,ähm; nein; noch; mal; von; vorn,1.000,1.000,"Ähm … Nein, noch mal von vorn.","!P Eh... Nein, nochmal.",NEEDS_TRANSLATION,,,
opil_vasko_ja_vam_dam_DgTF,1,91,,ezt; mindig; meg; lehet; oldani; valahogy,1.000,1.000,Ezt mindig meg lehet oldani valahogy.,Ezt mindig meg lehet rendezni.,NEEDS_TRANSLATION,,,
gree_pozdrav_z_zdravim_te_pZ29,1,91,,greetings; wait; you're; all; covered; blood,1.000,1.000,"Greetings... Wait, you're all covered in blood!",Greetings... But you're all covered in blood...,NEEDS_TRANSLATION,,,
henr_menhart_z_ja_jsem_bu_9ArC,1,91,,bürger; freie; reichstadt; frankfurt; meister; des; schwertes,0.750,0.875,I am a Bürger from the Freie Reichstadt of Frankfurt! And a known Meister des Schwertes!,I am a Bürger from the Freie Reichstadt of Frankfurt! And a known Meister des Schwertes!,NEEDS_TRANSLATION,,,
bohu_bohuta_pl_igitur_qui_PDkr,1,91,,igitur; qui; desiderat; pacem; praeparet; bellum,1.000,1.000,"Igitur qui desiderat pacem, praeparet bellum.","!P Igitur qui desiderat pacem, praeparet bellum.",NEEDS_TRANSLATION,,,
kuma_opily_kum_valoszinul_eRUF,1,91,,jobb; lenne; visszamennék; táborba; holnap; itt,1.000,1.000,"Jobb lenne, ha visszamennék a táborba, de holnap? Itt?","Valószínűleg vissza kellene mennem a táborba, de holnap? Itt?",NEEDS_TRANSLATION,,,
npc__npc_rozpo_jeste_jedn_ymBZ,1,91,,mek; jek-hvar; muterava; tuke; pro; shero,1.000,1.000,Mek jek-hvar u muterava tuke pro shero!,!T Mek jek-hvar u muterava tuke pro shero!,NEEDS_TRANSLATION,,,
opil_opily_kum_mert_a_kum_538P,1,91,,mert; biztosan; mindegyik; kíváncsi; kun; hányásra,1.000,1.000,Mert biztosan mindegyik kíváncsi a kun hányásra!,Mert a Kuman vakukra mindenki kíváncsi!,NEEDS_TRANSLATION,,,
poce_event_poc_so_sind_wi_M9gM,1,91,,mögen; sich; unsere; wege; hiermit; trennen,1.000,1.000,Mögen sich unsere Wege hiermit trennen.,So sind wir zusammen gelandet.,NEEDS_TRANSLATION,,,
brab_brabant_stuj_proto_p_1POf,1,91,,reste; près; moi; même; cette; heure,1.000,1.000,"Reste près de moi, même en cette heure !",!P Reste près de moi même à cette heure-ci !,NEEDS_TRANSLATION,,,
jasa_jasak_talan_egy_nap__CdAj,1,91,,talán; egy; nap; jasaknak; lesz; felesége,1.000,1.000,Talán egy nap… Jasaknak is lesz felesége!,!P Talán egy nap… Jasaknak is lesz felesége!,NEEDS_TRANSLATION,,,
chat_brabant_vous_pouvez__NOS3,1,91,,peux; compter; sur; eux; mon; ami,1.000,1.000,"Tu peux compter sur eux, mon ami…","!P Tu peux compter sur eux, mon ami…",NEEDS_TRANSLATION,,,
npc__npc_oznac_uch_jo_smr_zMoW,1,91,,igen; nagyon; fura; szaga; van; francba,1.000,1.000,"Uh... Igen, nagyon fura szaga van. A francba!","Ugh... Yeah, that smells weird as fuck.",NEEDS_TRANSLATION,,,
kuma_opily_kum_ooo_nem_va_sRpa,1,91,,éhes; vagy; ennél; valamit; szádba; így,1.000,1.000,Éhes vagy? Ennél valamit? A szádba – így ni!,Éhes vagy? Valamit enni? A szájban – így!,NEEDS_TRANSLATION,,,
vyzv_arne_nemec_das_ist_n_KByO,1,90,german,das; ist; nicht; gut; menhard; ungerecht,1.000,1.000,"Das ist nicht gut, Menhard. Es ist ungerecht!","Das ist nicht gut, Menhard. Es ist ungerecht!",NEEDS_TRANSLATION,,,
lore_brabant_jacques_le_g_0pfs,1,90,,aucun; cas; jacques; gris; jean; carrouges,1.000,1.000,En aucun cas! Jacques Le Gris and Jean de Carrouges.,Jacques Le Gris and Jean de Carrouges.,NEEDS_TRANSLATION,,,
zakl_hrac_et_ne_nos_induc_dmEC,1,90,czech,nos; inducas; tentationem; sed; libera; malo,1.000,1.000,Et ne nos inducas in tentationem sed libera nos a malo.,Et ne nos inducas in tentationem sed libera nos a malo.,NEEDS_TRANSLATION,,,
ryti_poustevni_gloria_pat_2xub,1,90,latin,gloria; patri; filio; spiritui; sancto; amen,1.000,1.000,Gloria Patri et Filio et Spiritui sancto... Amen.,Gloria Patri et Filio et Spiritui sancto... Amen.,NEEDS_TRANSLATION,,,
dial_stalker_to_ne_je_moj_GCoR,1,90,czech; hungarian,már; enyém; érted; meine; menj; francba,1.000,1.000,"Ne már! Ő az enyém, érted? Meine! Menj a francba!","Ne már! Ő az enyém, érted? Meine! Menj a francba!",NEEDS_TRANSLATION,,,
slec_aktivita__nein_nein__qcJr,1,90,german,nein; ich; bin; gerd; von; deggenau,0.600,0.600,"Nein, nein, nein. I am not knight, do not want to fight. Ich bin Gerd von Deggenau, a burgher.","Nein, nein, nein. I am not knight, do not want to fight. Ich bin Gerd von Deggenau, a burgher.",NEEDS_TRANSLATION,,,
goss_lapka_mlu_nezapomnel_21N3,1,90,hungarian,remélem; szablyád; nem; hagytad; megint; táborban,1.000,1.000,"Remélem, a szablyád nem hagytad megint a táborban.","Remélem, a szablyád nem hagytad megint a táborban.",NEEDS_TRANSLATION,,,
brab_brabant_r_to_by_se_v_vvbw,1,90,czech,rien; tout; cela; serait; arrivé; france,1.000,1.000,Rien de tout cela ne serait arrivé en France.,This would not have happened in France.,NEEDS_TRANSLATION,,,
gree_pozdrav_n_mein_gott_8NmV,1,89,german,mein; gott; siehst; furchtbar; aus; mann,1.000,1.000,"!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!",NEEDS_TRANSLATION,,,
nepr_nepritel__oh_mein_go_FgxZ,1,89,german,mein; gott; warum; tun; sie; das,1.000,1.000,"!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?",NEEDS_TRANSLATION,,,
gree_pozdrav_z_servus_und_guyD,1,89,german,servus; und; ich; fühle; dich; auch,1.000,1.000,!P Servus... und ich fühle dich auch!,!P Servus... und ich fühle dich auch!,NEEDS_TRANSLATION,,,
reak_kuman_kom_sakra_moc__10s5,1,89,hungarian,francba; nem; sok; hiányzott; kibaszott; faszszopó,1.000,1.000,"A francba, nem sok hiányzott, te kibaszott faszszopó.","A francba, nem sok hiányzott, te kibaszott faszszopó.",NEEDS_TRANSLATION,,,
goss_situace_z_du_bist_vi_Jgpu,1,89,german,bist; viel; besser; als; meine; frau,1.000,1.000,Du bist viel besser als meine Frau!,Du bist viel besser als meine Frau!,NEEDS_TRANSLATION,,,
neko_nekoho_ta_sam_si_net_6CT8,1,89,hungarian,egyedül; nem; lennél; ilyen; bátor; szaros,1.000,1.000,"Egyedül nem lennél ilyen bátor, te szaros!","Egyedül nem lennél ilyen bátor, te szaros!",NEEDS_TRANSLATION,,,
gree_obchodnik_ich_habe_k_1U6m,1,89,german,ich; habe; kein; warmes; wasser; stinktier,1.000,1.000,"Ich habe kein warmes Wasser, Stinktier!","Ich habe kein warmes Wasser, Stinktier!",NEEDS_TRANSLATION,,,
o_zi_hagen_tro_ja_ich_wei_P346,1,89,german,ich; weiss; wer; bist; brabant; urso,0.500,0.600,"Ja, ich weiß, wer du bist... Brabant spoke to my lord, Sir Urso about you.","!P Ja, ich weiss, wer Sie sind... Brabant spoke to my lord, Sir Urso about you.",NEEDS_TRANSLATION,,,
post_brabant_mozna_jsem_s_BTfm,1,89,,noble; chevalier; d'arezzo; baron; vauquelin; brabant,0.833,1.000,"Le noble chevalier d'Arezzo, le Baron Vauquelin Brabant !",Le noble chevalier de d'Arrezo Baron Vauqueling Brabant!,NEEDS_TRANSLATION,,,
koma_giuseppe_mamma_mia_a_OzJY,1,89,,mamma; mia; anna; cosa; stai; facendo,1.000,1.000,Mamma mia! Anna! Ma cosa stai facendo?,Mamma mia! Anna!,NEEDS_TRANSLATION,,,
goss_uhersky_v_no_skvele__rZAc,1,89,hungarian,remek; akkor; majd; utána; gyere; hozzám,1.000,1.000,"Na, remek, akkor majd utána gyere hozzám.","Na, remek, akkor majd utána gyere hozzám.",NEEDS_TRANSLATION,,,
idle_kuman_mlu_nemels_nas_ohYE,1,89,hungarian,nem; kellett; volna; felbasznod; minket; pöcs,1.000,1.000,"Nem kellett volna felbasznod minket, te pöcs!","Nem kellett volna felbasznod minket, te pöcs!",NEEDS_TRANSLATION,,,
unik_aktivita__taky_bych__S5By,1,89,german,ohoho; bist; ein; echter; meister; bravo,0.833,1.000,"Ohoho, du bist ein echter Meister! Bravo!","!P Ohoho, du bist ein echtes Meister! Bravo!",NEEDS_TRANSLATION,,,
goss_lapka_mlu_a_co_kdyz__WylL,1,89,hungarian,persze; csak; nem; felejtetted; ott; megint,1.000,1.000,Persze csak ha nem felejtetted ott megint.,Persze csak ha nem felejtetted ott megint.,NEEDS_TRANSLATION,,,
gree_pozdrav_m_servus_und_YMs9,1,89,german,servus; und; ich; fühle; dich; auch,1.000,1.000,Servus... und ich fühle dich auch!,Servus... und ich fühle dich auch!,NEEDS_TRANSLATION,,,
prat_pratelsky_tak_ty_nep_TY14,1,89,hungarian,szóval; nem; mégy; ahogy; akarod; seggfej,1.000,1.000,"Szóval nem mégy? Ahogy akarod, seggfej!","Szóval nem mégy? Ahogy akarod, seggfej!",NEEDS_TRANSLATION,,,
rozh_sedlaci_m_znam_ji_al_LDzK,1,89,czech,znám; ale; dlouho; jsem; viděl; naposled,1.000,1.000,"Tu znám, ale je to dlouho, co jsem ji viděl naposled..",,NEEDS_TRANSLATION,,,
ques_quest_tip_a_ve_chmel_sr1Q,1,89,german,und; ich; habe; auch; gehört; haus,0.417,0.500,Und ich habe auch gehört some woman wants to fix up the Haus in the Hoprink that used to be a bathhouse.,"!P Und ich habe auch gehört, that one woman wants to repair the Haus in Hops Street where was a baths.",NEEDS_TRANSLATION,,,
gree_obchodnik_was_kann_i_aGpC,1,89,german,kann; ich; dir; verkaufen; mein; freund,1.000,1.000,"Was kann ich dir verkaufen, mein Freund?","Was kann ich dir verkaufen, mein Freund?",NEEDS_TRANSLATION,,,
goss_uhersky_v_kuman_je_k_wv2N,1,88,,cuman's; cuman; mercenary's; mercenary; praguer's; praguer,1.000,1.000,"A Cuman's a Cuman, a mercenary's a mercenary, and a Praguer's a Praguer.","A Cuman's a Cuman, a mercenary's a mercenary, and a Praguer's a Praguer.",NEEDS_TRANSLATION,,,
rozh_kupec_vel_ale_to_je__yo8u,1,88,german,aber; nein; das; ist; ein; fehler,0.600,0.600,"Aber nein, das ist ein Fehler! That wasn’t some thief, but a damn bastard.","Aber nein, das ist ein Fehler! That wasn’t some thief, but a damn bastard.",NEEDS_TRANSLATION,,,
goss_lapka_mlu_vod_ty_dob_ZiIx,1,88,,akkortól; amikor; benn; voltunk; városban; vásáron,1.000,1.000,"Akkortól, amikor benn voltunk a városban a vásáron.","Akkortól, amikor benn voltunk a városban a vásáron.",NEEDS_TRANSLATION,,,
nicl_rytir_nic_ave_maria__7hcG,1,88,latin,ave; maria; gratia; plena; dominus; tecum,1.000,1.000,"Ave, Maria, gratia plena, Dominus tecum.","Ave, Maria, gratia plena, Dominus tecum.",NEEDS_TRANSLATION,,,
pous_poustevni_ave_maria__3lnK,1,88,latin,ave; maria; gratia; plena; dominus; tecum,1.000,1.000,"Ave, Maria, gratia plena... Dominus tecum.","Ave, Maria, gratia plena... Dominus tecum.",NEEDS_TRANSLATION,,,
uvod_rabin_pog_buh_s_nami_ZLSV,1,88,yiddish_hebrew,borekh; ata; adonoy; eloheynu; melekh; ho-oylem,1.000,1.000,"Borekh ata adonoy eloheynu, melekh ho-oylem…","Borekh ata adonoy eloheynu, melekh ho-oylem…",NEEDS_TRANSLATION,,,
henr_menhart_z_du_schwein_5RB7,1,88,german,tier; ich; werde; deinen; schwanz; abhacken,1.000,1.000,Du Tier! Ich werde deinen Schwanz abhacken!,Du Tier! Ich werde deinen Schwanz abhacken!,NEEDS_TRANSLATION,,,
